index	lp	original	translation	z_mean
754	zh-en	感觉这次又没法过了马上就毕业了好不容易顺利升大四了可不能毁在这还是继续逼自己学吧	I feel like I can't make it through this time. I'm graduating right away. It's not easy to get promoted to the senior year, but it can't be ruined here. Let's continue to force myself to learn.	-0.80840135
755	zh-en	为什么消失的女的，一出来就变样了	Why does the disappearing girl change as soon as she comes out?	0.664562616
756	zh-en	陆续收到双11包裹是很开心，但你知道最痛苦的事情是什么吗？是买了一堆新衣服却要每天每天穿制服！！	It is very happy to receive double 11 packages one after another, but do you know what the most painful thing is? I bought a bunch of new clothes but had to wear a uniform every day! !	0.664562616
757	zh-en	次奥下集绝对高能绝对高能绝对高能了但是还要再等6天才能看到啊啊啊	The next episode is absolutely high energy, absolutely high energy, absolutely high energy, but it will take another 6 days to see it ah ah ah	-2.281365316
758	zh-en	感激生命中那些艰难的岁月，别把它们当成坏事，而应当看成是学习、成长的机会。工作一天累成🐂，待落单眼泪不争气的流下来，简直是涌出来，莫名其妙	Be grateful for those difficult years in your life, don't think of them as bad things, but as opportunities to learn and grow. After a long day of work 🐂, when I was alone, my tears flowed out of nowhere, it just came out, inexplicable	0.664562616
759	zh-en	本不想发任何状态，可是最终还是没有忍住，因为此刻的十一应该是最糟糕的是十一了吧，我以为我会很好度过这八天，可是，这才刚开始我就忍不住啦，一个人，一间房，从未有过的孤单，从未有过的害怕，莫名的恐慌，唉，太压抑[泪][泪][泪]	I didn't want to post any status, but in the end I couldn't hold it back, because the eleventh at the moment should be the worst one. I thought I would spend these eight days very well, but I couldn't bear it at the beginning. Live, alone, in a room, never lonely, never feared, inexplicable panic, alas, too depressing [tears] [tears] [tears]	-0.80840135
760	zh-en	哈仕笨早睡觉的孩子只能吃这种拌面，吃完有点作呕，好累好困🙏🎅❤🎅	Hashiben's children who go to bed early can only eat this kind of noodles, they feel a little nauseous after eating, so tired and sleepy🙏🎅❤🎅	0.664562616
761	zh-en	我会试着忘记你，是因为我太爱你。	I will try to forget you because I love you so much.	0.664562616
762	zh-en	多少个这样的晚上，辗转难眠，我不会告诉你我是在想你，在想你睡觉了没有，睡觉的时候还有没有在踢被子，腰疼不疼……，脚还有没有在痛，啊，亲爱的！	How many nights like this, tossing and turning, I will not tell you that I am thinking of you, wondering if you are sleeping, whether you are still kicking the quilt when you are sleeping, whether your back hurts..., whether your feet still hurt , ah dear!	0.664562616
763	zh-en	据我多年观察发现，膀胱内神经感受器的传导回路应该与胃相通。因为每到晚上，饿意与尿意总是相伴而来。。。	According to my observations over the years, the conduction circuit of the neuroreceptors in the bladder should be connected to the stomach. Because every night, hunger and urination are always accompanied. . .	0.664562616
764	zh-en	从烟台到桃村高铁站🚅人都没得，车子就更不见踪影，居然出口处大门都没人来开，真是醉了估计桃村北站是我见过最牛最荒芜的🚅，没有之一	From Yantai to Taocun high-speed rail station🚅 no one is there, the car is even less seen, and no one is opening the gate at the exit. I am really drunk. I guess Taocun North Station is the most desolate and desolate I have ever seen🚅, there is no such thing as one	-2.281365316
765	zh-en	公交车坐我旁边的妹子在看黑7诶！开心	The girl next to me on the bus was watching Black 7! happy	0.664562616
766	zh-en	天冷了，一群人聚在一起抽烟取暖	When it's cold, a group of people gather to smoke to keep warm	-0.071919367
767	zh-en	啧啧，在最得意的项目上败的体无完肤，心塞	Tsk tsk, lost in the most proud project, heartbroken	0.517266219
768	zh-en	从防城港回来买不到直达萍乡的高铁，没办法做的凌晨两点半到长沙的车，兄弟们很给力从萍乡跑来长沙接我。感动的同时心里有一番感慨，我就是一平时性格平平的人，不害怕阴影，不畏惧未来。有你们很好！株洲·株洲县	When I came back from Fangchenggang, I couldn't buy a high-speed train directly to Pingxiang, and I couldn't get a car to Changsha at 2:30 in the morning. My brothers came to Changsha to pick me up from Pingxiang. While moved, I felt a sense of emotion in my heart. I am a person with a normal personality, not afraid of shadows, not afraid of the future. It's great to have you! Zhuzhou·Zhuzhou County	-0.071919367
769	zh-en	两个ppt搞到现在还没弄好，困炸了，睡了	The two ppts have not been done yet, so sleepy and sleepy	-0.071919367
770	zh-en	烦死了烦死了烦死了怎么又失眠了	I'm so bored I'm so bored I've lost sleep	-0.80840135
771	zh-en	#顺产到底有多痛#真娘手贱点开看的都胆颤更坚定了得找个和自己思想相同的爱人那就是丁克！！！！！	#无为无无声#True mother-in-law is too cheap to look at it and it makes me tremble and I am more determined to find a lover who thinks the same as me and that is Dink! ! ! ! !	-0.80840135
772	zh-en	我经常哭到最后全身发抖，边走边哭边抖，最后连我自己都分不清楚是太冷了、还是太难过了。我真的很想知道你现在怎么样。难过么，会想到我么。我还在等你。昨天看到你看到我僵硬了一下。我的骄傲一下子都没了。好想躲进地下。我们以前那么相爱阿。你没有想过和我继续下去了么？从未想过离开你	I often cried until the end of my body trembling, crying and trembling as I walked, and in the end I couldn’t even tell whether it was too cold or too sad. I really want to know how you are doing now. Are you sad, will you think of me? I am still waiting for you. Saw you yesterday and saw me stiffen up a bit. My pride was gone all of a sudden. I want to hide in the ground. We were so in love before. Haven't you thought about continuing with me? never wanted to leave you	0.517266219
773	zh-en	开个门都能把手机给摔了！！而且摔了N次后这次竟然把屏给摔碎了我的屏保和桌面啊	You can drop your phone if you open the door! ! And after falling N times, I actually smashed the screen this time and broke my screensaver and desktop.	-0.80840135
774	zh-en	最近吃吃喝喝太频繁了！心好累！秋膘贴的太厚了！	Eating and drinking too much lately! so tired! The autumn fat is too thick!	-0.071919367
775	zh-en	我又胖了，我还是哭瞎自己好了。这样胖也看不到自己胖明天开始绝食	I'm fat again, I'm still crying and blinding myself. If you are so fat, you won't be able to see that you are fat and will start a hunger strike tomorrow.	-0.80840135
776	zh-en	最近事情比较多，搞得工作错漏好多啊	There have been a lot of things happening recently, and I have made a lot of mistakes and omissions in my work.	0.664562616
777	zh-en	这人情搭的我心不甘情不愿感觉自己像个傻比一样合着嘴里含口土不光得笑着咽下去还要谢谢喂我土的人我他妈下次再搞不清楚情况瞎jb感谢就罚我变成罐头被端午吃掉	I'm unwilling to feel like a fool with this kind of love Thank you and punish me for turning it into a can and being eaten by the Dragon Boat Festival	-2.281365316
778	zh-en	恨死他了居然抢我的黑暗之油，心疼死我了那是人家存起来买英雄哒！打又打不过	I hate him so much that he actually robbed me of the oil of darkness. I feel bad for me. That's why people saved it to buy heroes! Can't beat	-0.80840135
