,source,MT,emotion_labels,error_types,error_severity
1841,今天是小丫头最闹腾的睡眠之夜，没有之一…作为一直以来雷打不动需要睡午觉的小孩来说，今天跟我妈玩high了不睡觉。晚上洗澡后，从八点开始躺床上哭闹了一个多小时才疲惫含泪睡去。我今天真想把她踢到外星球去谁家熊孩子啊！！！,"Today is the most noisy sleep night for little girl, there is no one... As a child who has always been unmoved and needs to take a nap, I played high with my mother today and didn't sleep. After taking a bath in the evening, I lay in bed crying for more than an hour from eight o'clock before I fell asleep with tears in my eyes. I really want to kick her to an alien planet today. ! !",anger,Mistranslation; Mistranslation; Mistranslation; Omission,Somewhere in between; Somewhere in between; Somewhere in between; Yes absolutely
1842,去取钱路遇那天厕所死变态钱都没取就回来了为什么要允许这样的渣渣继续在学校出现,"When I went to withdraw money, the toilet died on the day I went back without withdrawing the money. Why should such scumbags continue to appear in the school?",anger,Mistranslation,Yes absolutely
1843,回到家里就立马回归自然了呢，真可爱。小外甥女看着他好像吃不下饭的样子，就那么可怕吗？,"When I get home, I immediately return to nature, so cute. The little niece looked at him as if she couldn't eat, was that so scary?",joy,None,Not at all
1844,尼玛自动更新微博的羞耻度好高啊啊啊啊,The shame of Nima automatically updating Weibo is so high ah ah ah ah,anger,Mistranslation,Yes absolutely
1845,。我的天，我居然想不起昨晚做了什么,". My God, I can't remember what I did last night",surprise,None,Not at all
1846,我的脸盲症又加重了，这是一种基因突变遗传缺陷。回家路上堵着一辆车一动不动，司机路边打电话理也不理，战战兢兢擦着他车边上开过去，看到他前面撞了一辆电动车，骂了声让你显摆，活该你。回到家才发现那人是我家对门女婿[衰]，他可是天天来啊！从他家里出来我认识他，在任何地方看到我都不会认识他。,"My prosopagnosia has worsened again, which is a genetic defect caused by a genetic mutation. On the way home, a car was standing still, and the driver ignored the phone calls on the side of the road. He rubbed the side of his car nervously and drove over. When he saw an electric car in front of him, he scolded you to show off. You deserve it. you. When I got home, I found out that the man was my son-in-law [bad], but he came every day! I knew him from his house, and I wouldn't know him anywhere I saw him.",surprise,Mistranslation; Mistranslation,Somewhere in between; Somewhere in between
1847,宜家里头一女的穿着鞋就睡在床上，玩手机，无语。她们不会觉得脏吗,"The first woman in IKEA slept on the bed wearing shoes, playing with her phone, speechless. don't they feel dirty",anger,Mistranslation,Slightly
1848,牙龈肿痛。求解救东西也吃不了了痛得要死，怎么睡啊？？？？,"Swollen gums. I can't eat even if I ask for help, it hurts to death, how can I sleep? ? ? ?",anger,Mistranslation,Slightly
1849,MLGB再不出粮本宝宝脖子就要断鸟????????????,"If MLGB is out of food, this baby will have a broken neck????????????",anger,Mistranslation,Yes absolutely
1850,求帮忙人肉此人，刚刚今天报警，怕会比较难查，我的生活费全被骗了,"Please help this person, I just called the police today, I am afraid it will be more difficult to check, my living expenses have been deceived",sadness,Mistranslation,Yes absolutely
1851,此时此刻我多么希望我的窗帘是隔音的,How I wish my curtains were soundproof at this moment,anger,None,Not at all
1852,四年了，我对这个学校的女生真的是忍够了，从大一开始各种女生各种打水插队，各种打饭插队，我们按顺序排队的感觉都快变成了异类，到现在班里同学都在学习，一群人进来叽叽喳喳聊家常，我特别想问问你们到底有没有素质。我真的是为你们的未来感到担忧,"For four years, I really have had enough of the girls in this school. From the beginning of freshman year, all kinds of girls jumped in the queue for water and rice. The feeling of us queuing in order has almost become an anomaly. Now all the students in the class are studying, and a group of people come in to chat and chat about daily life. I especially want to ask if you have any quality. I'm really worried about your future",anger,Mistranslation; Mistranslation,Yes absolutely; Yes absolutely
1853,行动才是验证和见证语言的唯一标准。不产生实际行动的语言，叫花言巧语。不付诸实践的计划和承诺，叫瞎扯淡！,Action is the only criterion for validating and witnessing language. Language that does not produce actual action is called rhetoric. Plans and promises that are not put into practice are bullshit!,anger,None,Not at all
1854,请问谁能告诉我！粉丝群怎么也在主页里找不到了呢！哪里去了！,Can anyone tell me please! Why can't the fan group be found on the homepage! where it goes!,surprise,None,Not at all
1855,想把手机关上一周过上没有网络没有电话的生活...如果能那该有多好,I want to turn off my mobile phone for a week and live a life without internet and phone... How great would it be if I could,sadness,None,Not at all
1856,胖了也不愛自拍每次拍兩張就沒興趣了臉太圓😭😭😭翻了好久手機才找了這幾張每天都告訴自己要減肥每晚宵夜都安慰自己只吃了一點點😑😑😑😑,I don’t like taking selfies when I’m fat. I’m not interested in taking two pictures every time. My face is too round😭😭😭 I searched my phone for a long time to find these pictures. Every day I tell myself that I want to lose weight. 😑😑😑,sadness,Mistranslation; Omission,Somewhere in between; Somewhere in between
1857,在应县，震撼于千年木塔的亲和与雄伟。205省道，盘山公路，满足我们对旅途的所有幻想和期待。（就是悬崖上的公路太吓人[惊恐]）五台山下入住，停下来，一杯咖啡，一个热水澡，月亮给这小城描着银边，我觉得整个人都胖了起来～忻州·繁峙县,"In Ying County, I was shocked by the affinity and majesty of the thousand-year-old wooden pagoda. The 205 provincial road, the winding mountain road, meets all our fantasies and expectations for the journey. (The road on the cliff is too scary [horror]) Check in at the foot of Wutai Mountain, stop, have a cup of coffee, take a hot bath, the moon paints the silver edge of this small town, I feel that the whole person has gained weight ~ Xinzhou·Fanzhi County",joy,None,Not at all
1858,玛雅……居然上了杨咩咩同学的精选受宠若惊啊,Maya... I'm flattered that she was actually selected by Yang Baa's classmates,surprise,Mistranslation; Mistranslation,Yes absolutely; Somewhere in between
1859,祈祷一切平安顺利，不要有任何意外发生，老天，我求求你了，我只想简简单单就好！一定要平安，,"Pray that everything goes well and nothing accident happens, God, I beg you, I just want to keep it simple! Be safe,",sadness,None,Not at all
1860,昨天丢了优盘，丢了手机卡，迷了路，下错车。。。好像一天把所有的坏运气都用上了。但今天的心情却无比灿烂,"Yesterday I lost my USB flash drive, lost my mobile phone card, got lost and got off the wrong car. . . Seems like all the bad luck has been spent in one day. But today's mood is very bright",joy,None,Not at all
1861,要么好好按课本上，要么提前给范围！你丫的讲的都不是课本知识，还他妈的不给范围！学学社会科学老师好不好，看同学们都不听课，直接把期末试题加答案发给了我们！你不知道姐姐我这学期重任大吗？！,"Either follow the textbook carefully, or give the scope in advance! You are not talking about textbook knowledge, and you don't give the scope! Xue Xue social science teacher is good, see that the students do not listen to the class, and directly send the final exam questions and answers to us! Don't you know that my sister and I have a lot of responsibilities this semester? !",anger,Omission; Omission; Mistranslation,Yes absolutely; Yes absolutely; Somewhere in between
1862,感觉这次又没法过了马上就毕业了好不容易顺利升大四了可不能毁在这还是继续逼自己学吧,"I feel like I can't make it through this time. I'm graduating right away. It's not easy to get promoted to the senior year, but it can't be ruined here. Let's continue to force myself to learn.",sadness,Mistranslation,Yes absolutely
