lp,src,mt,score
zh-en,最近追三国演义，曹操要刺杀董卓，关键时刻吕布突然进来，曹操转势跪献宝刀，吓一头脑袋汗，这个演技我给后来刺杀收留他的吕伯奢一家看的心惊,"Recently, when I was chasing the Romance of the Three Kingdoms, Cao Cao wanted to assassinate Dong Zhuo. At a critical moment, Lu Bu suddenly came in. Cao Cao turned to kneel and offered his treasured saber. His head was sweating.",-0.80840135
zh-en,从听《callmemabye》到现在，今天第一次看歌曲的MV，拍的很唯美，女主很小清新，男主很阳光很帅气，but，最后的结局却是：那么迷人好看的男主，他callmemabye的对象竟然是乐队的吉他手，他喜欢的是男的。,"From listening to ""callmemabye"" to now, I watched the MV of the song for the first time today. It was very beautiful. The heroine was very small and fresh, and the male protagonist was very sunny and handsome, but the final result was: such a charming and beautiful male protagonist, The object of his callmemabye turned out to be the guitarist of the band, and he liked men.",0.369969822
zh-en,真是火大做了一遍乱码白做重做又乱码破系统能不能不闹,"It's really a big fire, I've done it all over again, I've done it for nothing, I've done it again, and it's garbled to break the system. Can you stop making trouble?",-2.281365316
zh-en,似乎又被禁言了渣浪你想怎样，我的vip是白开的吗？,"It seems that I have been banned again, what do you think, is my vip free?",-0.071919367
zh-en,终于………以前都是在上面的😂👆柔板跟催眠曲似的，豆说他弹的速度比她数钱还快,"Finally...it used to be on it 😂👆 Adagio is like a lullaby, Dou said he played faster than she counted the money",0.664562616
zh-en,感觉很不好，需要音乐平复我躁动的内心！😖😖😖,"I feel bad, I need music to calm my restless heart! 😖😖😖",0.664562616
zh-en,纯君也在玩touken的节奏？,Chunjun is also playing the rhythm of touken?,-0.071919367
zh-en,只想说，有些人完全不懂什么叫人情味，既然你不懂人情味，也枉费做一个人，那么我也就不用把你当人看，尼玛，心塞，是很塞,"I just want to say that some people don't know what human touch is at all. Since you don't understand human touch and you are wasting your time as a human being, then I don't need to treat you as a human being.",-0.80840135
zh-en,为啥子都喜欢赶在中午饭点过来啊啊啊，你们午休能不能也让我们歇会,Why do you like to come here at noon? Can you also let us take a break from lunch break?,-0.071919367
zh-en,今天晚上给别人写推优的什么东西，还有选修课，明天晚上要交的物理实验数据还没处理，周六要考综合交通，没复习，还正好是物理演示实验的那天，还有一个月考四级，没怎么背英语，听课听不进去，跑步停了半个月了，锻炼虽然一直在做着，但是晚上开始吃了，负能量爆棚，真糟糕,"I wrote something to recommend to others tonight, and there are elective courses. The physics experiment data to be handed in tomorrow night has not yet been processed. I have to take the comprehensive transportation test on Saturday, and I didn’t review it. It happened to be the day of the physics demonstration experiment. Monthly exam for level 4, I don’t remember English very much, I can’t listen to the class, I stopped running for half a month, although I have been exercising, but I started eating at night, and the negative energy is bursting, it’s really bad",0.517266219
zh-en,空闲时间太多，就会胡思乱想，以至于唤醒了心中的彷徨。,"If you have too much free time, you will think wildly, which will awaken the hesitation in your heart.",0.664562616
zh-en,永远在变的计划，你什么时候能让我追上你！！！！,"The plan is always changing, when will you let me catch up with you! ! ! !",0.664562616
zh-en,我竟然才知道我有一个富二代加官二代加红二代的朋友,I just found out that I have a friend who is rich second generation plus official second generation plus red second generation,0.517266219
zh-en,一首摇篮曲搞定一个吃货，那也是神了,"A lullaby to get a foodie, that's a god",-0.80840135
zh-en,小区取缔垃圾桶，以后没有大爷来每天收拾两次垃圾桶了，我好怀念收垃圾的大爷，有大爷的日子垃圾想扔就扔,"The community has banned trash cans. In the future, there will be no uncle to clean up the trash can twice a day. I miss the uncle who collects the garbage so much.",-0.071919367
zh-en,两个班的差别怎么辣么大一天给你们上课焦死人,Why is the difference between the two classes so big?,-0.80840135
zh-en,天阴下雨，浑身酸疼的赶脚，不喜欢,"It’s cloudy and rainy, and I’m chasing my feet with soreness, I don’t like it",-0.071919367
zh-en,总是忙忙叨叨到现在，但是泡过脚之后睡觉真的很舒服。昨天晚上梦见二肥，我很想你，陪我一起长大的你，在那边要好好的。,"It's always been busy until now, but it's really comfortable to sleep after soaking my feet. I dreamed of Erfei last night. I miss you very much. You who grew up with me should be good over there.",0.664562616
zh-en,看了多篇报道，有植入广告嫌疑，西方人能干得出来？,"After reading many reports, there are suspicions of implanted advertisements, can Westerners do it?",0.664562616
zh-en,胖了胖了胖了，怎么才可以不受美食的诱惑。真的胖了,"Fat, fat, fat, how can you not be tempted by delicious food. really fat",0.664562616
zh-en,"我的神哦,还好我不但不泡脚，而且从来不洗脚赶紧泡会压压惊","Oh my god, fortunately, not only do I not soak my feet, but I never wash my feet and soaking them quickly would be overwhelming.",-0.071919367
zh-en,如果把信息发给接受不到的对方，可以很直接，不用这么纠结,"If you send the message to someone who can't accept it, it can be very direct and don't have to be so entangled.",-0.071919367
zh-en,月华寒子夜，更漏待天明。梦中忽觉醒，回寰一息中。,"The moon is cold in the middle of the night, and it is even more neglected to wait for the dawn. Suddenly awakened in the dream, returning to the world.",0.664562616
zh-en,网又没了，又在挂流量，要崩溃。,"The network is gone again, the traffic is hanging again, and it is about to collapse.",-0.80840135
zh-en,妈蛋的TB坑爹的无良商家！挣黑心钱也不怕遭雷劈！怎么说都不理人！给我气不行了！,"Damn TB pit father unscrupulous business! Even if you earn black money, you are not afraid of being struck by lightning! No matter how you say it! I can't be mad!",-5.227293248
zh-en,就这样，我三个月来的纠结和痛苦就这么过去了。回头看的时候，依然还是心有余悸。一路艰辛，终得其所，虽不是如愿以偿，但已尽力，自己努力无愧于心，但深得教训。此事为今后之参照，愿再接再厉！,"In this way, my tangle and pain for three months have passed. When I look back, I still have lingering fears. The journey was hard, and I finally got what I wanted. Although I didn’t get what I wanted, I did my best. I was worthy of my hard work, but I learned a lesson. This is a reference for the future, and we are willing to make persistent efforts!",0.664562616
zh-en,耳边听着“不要告别”，又想起了五六月的武汉，空气是潮湿的，也是人心惶惶的，太多人要离开，要告别，我也在惴惴不安和不舍中离开，现在想来在武汉的两年是最自由的，又想到了璐璐和黑学霸……,"Hearing ""Don't say goodbye"" in my ears, I thought of Wuhan in May and June. The air was humid and people were panicking. Too many people wanted to leave. I thought that the two years in Wuhan were the most free, and I thought of Lulu and Hei Xueba...",-0.071919367
zh-en,@苑洛fover婧祺说：“你是弯的！”我没反应过来：“啊？”然后顺着她指得方向一看，原来是月亮,"@元罗fover Jingqi said: ""You are crooked!"" I didn't react: ""Ah?"" Then I followed the direction she pointed, and it turned out to be the moon",0.517266219
zh-en,10月才刚刚开始，已经给2017年预约了三件大事。在日本似乎习惯了一切提前安排，似乎计划让我们的生活丰富多彩并井井有条，但有时也会有些小迟疑想想它是不是真的好，拖拉时间向前的同时，不免也有种惧怕被时间碾轧的小恐惧。,"October has only just begun, and three major events have already been booked for 2017. In Japan, we seem to be accustomed to all arrangements in advance. It seems that the plan makes our life colorful and orderly, but sometimes there is a little hesitation to think about whether it is really good. Rolled little fear.",-0.80840135
zh-en,一回到寝室就开始做ppt!我真是要崩溃了！脑袋里的想法那么好，为什么就是做不出来呢！先是一个技术问题，搞了三四个小时解决后，又找不到合适的图！我真的心好累！痘痘都长一脸了明天我就是不吃不喝不睡也要把ppt做出来！再求有没有人有眼睛鼻子嘴巴耳朵头发特征明显的卡通图🙏,"As soon as I got back to my bedroom, I started making ppts! I was about to collapse! The idea in my head is so good, why can't it be done! First, it was a technical problem. After three or four hours of solving it, I couldn't find a suitable picture! I'm really tired! The acne is all over my face. Tomorrow I will make a ppt even if I don't eat, drink or sleep! I'm asking if anyone has a cartoon picture with obvious features of eyes, nose, mouth, ears, and hair🙏🙏",0.664562616
